binary	scenario	network	publication_status	metric	selected_threads	best_threads	boundary_threads	discovery_p50	confirm_p50	combined_p50	combined_p50_ci95_low	combined_p50_ci95_high	combined_p50_ci95_relative_width	p90	p99	p99_status	selection_probability_within_tolerance	selected_vs_best_ratio	edge_status	reason
tquicperf	multistream_download	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0620_gt_0.0300;p80_p20_1.2288_gt_1.1500;block_median_ratio_1.1642_gt_1.1000;drift_-0.0395_gt_0.0300;persistent_block_median_ratio_recent_1.1306_gt_1.1000;persistent_p80_p20_recent_1.2667_gt_1.1500;persistent_drift_-0.0395_gt_0.0300
tquicperf	multistream_download	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1285_gt_0.0300;p80_p20_1.2913_gt_1.1500;block_median_ratio_1.2728_gt_1.1000;drift_-0.0891_gt_0.0300;severe_block_median_ratio_1.2728_gt_1.2500;severe_drift_-0.0891_gt_0.0800
tquicperf	multistream_upload	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0871_gt_0.0300;p80_p20_1.1981_gt_1.1500;block_median_ratio_1.2006_gt_1.1000;drift_0.0452_gt_0.0300;persistent_block_median_ratio_recent_1.2006_gt_1.1000;persistent_p80_p20_recent_1.1842_gt_1.1500;persistent_drift_0.0452_gt_0.0300
tquicperf	multistream_upload	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0650_gt_0.0300;p80_p20_1.1746_gt_1.1500;block_median_ratio_1.1571_gt_1.1000;persistent_p80_p20_recent_1.1644_gt_1.1500
tquicperf	reqresp	iouring	ready	requests_per_second	4	4	6	172089.905263	167224.425400	170085.462694	168058.551993	173297.129608	0.030800	177469.264078	180714.189580	insufficient_order_stat_support	1.000000	1.000000	ok	-
tquicperf	reqresp	syscall	not_ready	requests_per_second	2	2	3	172004.699477		172004.699477	170594.672488	174383.844417	0.022029	177853.382304	195492.501581	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t3:p50_ci_width_0.0654_gt_0.0500;drift_0.0310_gt_0.0300;persistent_drift_0.0310_gt_0.0300;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:p50_ci_width_0.0654_gt_0.0500;drift_0.0310_gt_0.0300;persistent_drift_0.0310_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0654_gt_0.0500;drift_0.0310_gt_0.0300;persistent_drift_0.0310_gt_0.0300
tquicperf	small_payload_pps	iouring	not_ready	messages_per_second	1	1	2	110252.628625		110252.628625	109623.181021	112184.092494	0.023228	113170.945446	113336.164993	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.1494_gt_0.0500;p80_p20_1.2588_gt_1.1500;block_median_ratio_1.2162_gt_1.1000;drift_-0.1061_gt_0.0300;severe_drift_-0.1061_gt_0.0800;t1:missing_confirm_stats;t2:p50_ci_width_0.1494_gt_0.0500;p80_p20_1.2588_gt_1.1500;block_median_ratio_1.2162_gt_1.1000;drift_-0.1061_gt_0.0300;severe_drift_-0.1061_gt_0.0800;missing_confirm_stats;p50_ci_width_0.1494_gt_0.0500;p80_p20_1.2588_gt_1.1500;block_median_ratio_1.2162_gt_1.1000;drift_-0.1061_gt_0.0300;severe_drift_-0.1061_gt_0.0800
tquicperf	small_payload_pps	syscall	not_ready	messages_per_second	2	2	3	196135.586058		196135.586058	193347.546108	197826.590208	0.022836	204472.557915	214671.634818	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t3:p50_ci_width_0.0611_gt_0.0500;block_median_ratio_1.1313_gt_1.1000;drift_0.0303_gt_0.0300;persistent_drift_0.0303_gt_0.0300;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:p50_ci_width_0.0611_gt_0.0500;block_median_ratio_1.1313_gt_1.1000;drift_0.0303_gt_0.0300;persistent_drift_0.0303_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0611_gt_0.0500;block_median_ratio_1.1313_gt_1.1000;drift_0.0303_gt_0.0300;persistent_drift_0.0303_gt_0.0300
tquicperf	stream_churn	iouring	not_ready	streams_per_second	4	4	5	218170.353231		218170.353231	215082.814398	220146.358631	0.023209	229524.723564	239596.029919	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t5:p50_ci_width_0.0602_gt_0.0500;block_median_ratio_1.1106_gt_1.1000;drift_-0.0405_gt_0.0300;persistent_block_median_ratio_recent_1.1106_gt_1.1000;persistent_drift_-0.0405_gt_0.0300;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:missing_confirm_stats;t4:missing_confirm_stats;t5:p50_ci_width_0.0602_gt_0.0500;block_median_ratio_1.1106_gt_1.1000;drift_-0.0405_gt_0.0300;persistent_block_median_ratio_recent_1.1106_gt_1.1000;persistent_drift_-0.0405_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0602_gt_0.0500;block_median_ratio_1.1106_gt_1.1000;drift_-0.0405_gt_0.0300;persistent_block_median_ratio_recent_1.1106_gt_1.1000;persistent_drift_-0.0405_gt_0.0300
tquicperf	stream_churn	syscall	not_ready	streams_per_second	6	6	7	260269.495380		260269.495380	258111.346091	260606.502251	0.009587	262929.814489	264436.593083	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t7:outliers_1;persistent_outliers_1;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:missing_confirm_stats;t4:missing_confirm_stats;t5:missing_confirm_stats;t6:missing_confirm_stats;t7:outliers_1;persistent_outliers_1;missing_confirm_stats;outliers_1;persistent_outliers_1
tquicperf	upload	iouring	not_ready	throughput_gbps	2	2	4	8.612738	8.664233	8.620735	8.535045	8.684607	0.017349	9.266233	10.337915	insufficient_order_stat_support	1.000000	1.000000	ok	t1:confirm_median_delta_0.0525_gt_0.0450;combined_warning_noisy;p50_ci_width_0.0573_gt_0.0300
tquicperf	upload	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0664_gt_0.0300;block_median_ratio_1.1506_gt_1.1000;drift_-0.0344_gt_0.0300;persistent_drift_-0.0344_gt_0.0300
xquicperf	bidi	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1185_gt_0.0300;p80_p20_1.2231_gt_1.1500;block_median_ratio_1.2670_gt_1.1000;drift_-0.0681_gt_0.0300;severe_block_median_ratio_1.2670_gt_1.2500
xquicperf	bidi	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0596_gt_0.0300;p80_p20_1.2501_gt_1.1500;block_median_ratio_1.1867_gt_1.1000;drift_0.0525_gt_0.0300;persistent_block_median_ratio_recent_1.1076_gt_1.1000;persistent_p80_p20_recent_1.1961_gt_1.1500;persistent_drift_0.0525_gt_0.0300
xquicperf	close_reset_cleanup	iouring	not_ready	streams_per_second	3	3	4	101037.200295		101037.200295	98158.764993	102726.993196	0.045213	105990.035245	107675.143747	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t4:outliers_1;persistent_outliers_1;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:missing_confirm_stats;t4:outliers_1;persistent_outliers_1;missing_confirm_stats;outliers_1;persistent_outliers_1
xquicperf	close_reset_cleanup	syscall	not_ready	streams_per_second	1	1	2	106199.655777		106199.655777	104423.657384	107571.206046	0.029638	112312.305457	132962.692640	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:outliers_2;severe_outlier_blocks_2_gte_2;t1:missing_confirm_stats;t2:outliers_2;severe_outlier_blocks_2_gte_2;missing_confirm_stats;outliers_2;severe_outlier_blocks_2_gte_2
xquicperf	connect	iouring	not_ready	connections_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1202_gt_0.0500;p80_p20_1.2059_gt_1.1500;block_median_ratio_1.2021_gt_1.1000;persistent_block_median_ratio_recent_1.1583_gt_1.1000;persistent_p80_p20_recent_1.2117_gt_1.1500
xquicperf	connect	syscall	not_ready	connections_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0968_gt_0.0500;p80_p20_1.4151_gt_1.1500;block_median_ratio_1.3077_gt_1.1000;drift_-0.0690_gt_0.0300;severe_block_median_ratio_1.3077_gt_1.2500
xquicperf	datagram	iouring	not_ready	messages_per_second													0.000000	0.000000	unsupported	requires_quic_datagram_adapter_api
xquicperf	datagram	syscall	not_ready	messages_per_second													0.000000	0.000000	unsupported	requires_quic_datagram_adapter_api
xquicperf	download	iouring	not_ready	throughput_gbps	1	1	2	1.780850		1.780850	1.772023	1.793388	0.011997	1.866986	1.904781	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.2145_gt_0.0300;p80_p20_1.3508_gt_1.1500;block_median_ratio_1.4197_gt_1.1000;drift_0.1180_gt_0.0300;severe_block_median_ratio_1.4197_gt_1.2500;severe_drift_0.1180_gt_0.0800;t1:missing_confirm_stats;t2:p50_ci_width_0.2145_gt_0.0300;p80_p20_1.3508_gt_1.1500;block_median_ratio_1.4197_gt_1.1000;drift_0.1180_gt_0.0300;severe_block_median_ratio_1.4197_gt_1.2500;severe_drift_0.1180_gt_0.0800;missing_confirm_stats;p50_ci_width_0.2145_gt_0.0300;p80_p20_1.3508_gt_1.1500;block_median_ratio_1.4197_gt_1.1000;drift_0.1180_gt_0.0300;severe_block_median_ratio_1.4197_gt_1.2500;severe_drift_0.1180_gt_0.0800
xquicperf	download	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0667_gt_0.0300;p80_p20_1.2106_gt_1.1500;block_median_ratio_1.1424_gt_1.1000;persistent_p80_p20_recent_1.2019_gt_1.1500
xquicperf	flow_control	iouring	not_ready	throughput_gbps	1	1	2	3.671823		3.671823	3.648749	3.724028	0.020502	3.834446	4.219883	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0648_gt_0.0500;drift_0.0486_gt_0.0300;persistent_drift_0.0486_gt_0.0300;t1:missing_confirm_stats;t2:p50_ci_width_0.0648_gt_0.0500;drift_0.0486_gt_0.0300;persistent_drift_0.0486_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0648_gt_0.0500;drift_0.0486_gt_0.0300;persistent_drift_0.0486_gt_0.0300
xquicperf	flow_control	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0874_gt_0.0500;p80_p20_1.1880_gt_1.1500;block_median_ratio_1.1873_gt_1.1000;drift_0.0633_gt_0.0300;persistent_block_median_ratio_recent_1.1796_gt_1.1000;persistent_p80_p20_recent_1.2335_gt_1.1500;persistent_drift_0.0633_gt_0.0300
xquicperf	loss_recovery	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1643_gt_0.0800;p80_p20_1.3125_gt_1.1500;block_median_ratio_1.2909_gt_1.1000;severe_block_median_ratio_1.2909_gt_1.2500
xquicperf	loss_recovery	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1682_gt_0.0800;p80_p20_1.2836_gt_1.1500;block_median_ratio_1.3186_gt_1.1000;drift_-0.0873_gt_0.0300;severe_block_median_ratio_1.3186_gt_1.2500;severe_drift_-0.0873_gt_0.0800
xquicperf	multistream_download	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1339_gt_0.0300;p80_p20_1.2715_gt_1.1500;block_median_ratio_1.1706_gt_1.1000;drift_-0.0910_gt_0.0300;severe_drift_-0.0910_gt_0.0800
xquicperf	multistream_download	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0844_gt_0.0300;p80_p20_1.2231_gt_1.1500;block_median_ratio_1.1623_gt_1.1000;persistent_block_median_ratio_recent_1.1623_gt_1.1000;persistent_p80_p20_recent_1.2171_gt_1.1500
xquicperf	multistream_upload	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1222_gt_0.0300;p80_p20_1.2711_gt_1.1500;block_median_ratio_1.2307_gt_1.1000;drift_-0.0840_gt_0.0300;severe_drift_-0.0840_gt_0.0800
xquicperf	multistream_upload	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0632_gt_0.0300;p80_p20_1.1721_gt_1.1500;block_median_ratio_1.1678_gt_1.1000;persistent_block_median_ratio_recent_1.1368_gt_1.1000;persistent_p80_p20_recent_1.1546_gt_1.1500
xquicperf	reqresp	iouring	not_ready	requests_per_second	2	2	4	95769.312370		95769.312370	95205.463397	95991.690719	0.008210	97282.214896	102247.698758	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_1_lt_2;t4:block_median_ratio_1.1201_gt_1.1000;persistent_block_median_ratio_recent_1.1129_gt_1.1000;t1:missing_confirm_stats;t2:missing_confirm_stats;t4:block_median_ratio_1.1201_gt_1.1000;persistent_block_median_ratio_recent_1.1129_gt_1.1000;missing_confirm_stats;block_median_ratio_1.1201_gt_1.1000;persistent_block_median_ratio_recent_1.1129_gt_1.1000
xquicperf	reqresp	syscall	not_ready	requests_per_second	1	1	2	102507.767197		102507.767197	101922.919200	103307.900825	0.013511	108187.592663	128777.109849	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:block_median_ratio_1.1098_gt_1.1000;persistent_block_median_ratio_recent_1.1051_gt_1.1000;t1:missing_confirm_stats;t2:block_median_ratio_1.1098_gt_1.1000;persistent_block_median_ratio_recent_1.1051_gt_1.1000;missing_confirm_stats;block_median_ratio_1.1098_gt_1.1000;persistent_block_median_ratio_recent_1.1051_gt_1.1000
xquicperf	small_payload_pps	iouring	not_ready	messages_per_second	2	2	3	99234.224469		99234.224469	97817.574331	102707.256951	0.049274	106420.151273	112213.886582	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t3:p50_ci_width_0.0550_gt_0.0500;outliers_1;persistent_outliers_1;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:p50_ci_width_0.0550_gt_0.0500;outliers_1;persistent_outliers_1;missing_confirm_stats;p50_ci_width_0.0550_gt_0.0500;outliers_1;persistent_outliers_1
xquicperf	small_payload_pps	syscall	not_ready	messages_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:drift_0.0308_gt_0.0300;persistent_drift_0.0308_gt_0.0300
xquicperf	stream_churn	iouring	not_ready	streams_per_second	2	2	4	98694.689349		98694.689349	98346.014991	102149.830018	0.038541	107770.425326	110614.361968	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_1_lt_2;t4:p50_ci_width_0.0559_gt_0.0500;block_median_ratio_1.1415_gt_1.1000;persistent_block_median_ratio_recent_1.1415_gt_1.1000;t1:missing_confirm_stats;t2:missing_confirm_stats;t4:p50_ci_width_0.0559_gt_0.0500;block_median_ratio_1.1415_gt_1.1000;persistent_block_median_ratio_recent_1.1415_gt_1.1000;missing_confirm_stats;p50_ci_width_0.0559_gt_0.0500;block_median_ratio_1.1415_gt_1.1000;persistent_block_median_ratio_recent_1.1415_gt_1.1000
xquicperf	stream_churn	syscall	not_ready	streams_per_second	1	1	2	106542.421513		106542.421513	105993.398744	107927.962301	0.018158	111082.217686	130863.490351	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0840_gt_0.0500;block_median_ratio_1.1139_gt_1.1000;persistent_block_median_ratio_recent_1.1094_gt_1.1000;t1:missing_confirm_stats;t2:p50_ci_width_0.0840_gt_0.0500;block_median_ratio_1.1139_gt_1.1000;persistent_block_median_ratio_recent_1.1094_gt_1.1000;missing_confirm_stats;p50_ci_width_0.0840_gt_0.0500;block_median_ratio_1.1139_gt_1.1000;persistent_block_median_ratio_recent_1.1094_gt_1.1000
xquicperf	upload	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0585_gt_0.0300;block_median_ratio_1.1064_gt_1.1000;persistent_block_median_ratio_recent_1.1064_gt_1.1000
xquicperf	upload	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1775_gt_0.0300;p80_p20_1.2919_gt_1.1500;block_median_ratio_1.2947_gt_1.1000;drift_-0.1629_gt_0.0300;severe_block_median_ratio_1.2947_gt_1.2500;severe_drift_-0.1629_gt_0.0800
