binary	scenario	network	metric	selected_threads	best_threads	boundary_threads	selection_probability_within_tolerance	best_p50	selected_p50	selected_vs_best_ratio	selected_vs_best_ci95_low	selected_vs_best_ci95_high	plateau_sentinel_count	edge_status	decision_status	reason
quicheperf	multistream_download	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.1348_gt_0.0300;p80_p20_1.2689_gt_1.1500;block_median_ratio_1.2603_gt_1.1000;drift_0.1313_gt_0.0300;severe_block_median_ratio_1.2603_gt_1.2500;severe_drift_0.1313_gt_0.0800
quicheperf	multistream_download	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.1062_gt_0.0300;p80_p20_1.1848_gt_1.1500;block_median_ratio_1.1645_gt_1.1000;drift_0.1217_gt_0.0300;severe_drift_0.1217_gt_0.0800
quicheperf	multistream_upload	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.1775_gt_0.0300;p80_p20_1.4361_gt_1.1500;block_median_ratio_1.4180_gt_1.1000;severe_block_median_ratio_1.4180_gt_1.2500
quicheperf	multistream_upload	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0703_gt_0.0300;p80_p20_1.1915_gt_1.1500;block_median_ratio_1.1514_gt_1.1000;persistent_block_median_ratio_recent_1.1514_gt_1.1000;persistent_p80_p20_recent_1.1757_gt_1.1500
quicheperf	reqresp	iouring	requests_per_second	1	1	2	1.000000	74601.866594	74601.866594	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0572_gt_0.0500;block_median_ratio_1.1272_gt_1.1000;persistent_block_median_ratio_recent_1.1009_gt_1.1000
quicheperf	reqresp	syscall	requests_per_second	1	1	2	1.000000	84101.978115	84101.978115	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0821_gt_0.0500;block_median_ratio_1.1664_gt_1.1000;persistent_block_median_ratio_recent_1.1440_gt_1.1000
quicheperf	small_payload_pps	iouring	messages_per_second	1	1	2	1.000000	75743.168821	75743.168821	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0858_gt_0.0500;block_median_ratio_1.1842_gt_1.1000;drift_0.0427_gt_0.0300;persistent_block_median_ratio_recent_1.1842_gt_1.1000;persistent_drift_0.0427_gt_0.0300
quicheperf	small_payload_pps	syscall	messages_per_second	3	3	4	1.000000	138047.999484	138047.999484	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t4:block_median_ratio_1.1250_gt_1.1000;outliers_1;persistent_outliers_1
quicheperf	stream_churn	iouring	streams_per_second	1	1	2	1.000000	75763.053864	75763.053864	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0874_gt_0.0500;block_median_ratio_1.1160_gt_1.1000;persistent_block_median_ratio_recent_1.1160_gt_1.1000
quicheperf	stream_churn	syscall	streams_per_second	1	1	2	1.000000	87364.999107	87364.999107	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0824_gt_0.0500;block_median_ratio_1.1538_gt_1.1000;drift_0.0513_gt_0.0300;persistent_block_median_ratio_recent_1.1341_gt_1.1000;persistent_drift_0.0513_gt_0.0300
quicheperf	upload	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0783_gt_0.0300;block_median_ratio_1.1883_gt_1.1000;drift_0.0346_gt_0.0300;persistent_block_median_ratio_recent_1.1571_gt_1.1000;persistent_drift_0.0346_gt_0.0300
quicheperf	upload	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0685_gt_0.0300;block_median_ratio_1.1719_gt_1.1000;drift_-0.0408_gt_0.0300;persistent_block_median_ratio_recent_1.1551_gt_1.1000;persistent_drift_-0.0408_gt_0.0300
quiczigperf	bidi	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0316_gt_0.0300;block_median_ratio_1.1351_gt_1.1000;persistent_block_median_ratio_recent_1.1351_gt_1.1000
quiczigperf	bidi	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0390_gt_0.0300;block_median_ratio_1.1326_gt_1.1000;drift_0.0307_gt_0.0300;persistent_drift_0.0307_gt_0.0300
quiczigperf	close_reset_cleanup	iouring	streams_per_second	1	1	3	1.000000	17153.708090	17153.708090	1.000000	1.000000	1.000000	2	ok	ready	-
quiczigperf	close_reset_cleanup	syscall	streams_per_second	1	1	3	1.000000	18225.880855	18225.880855	1.000000	1.000000	1.000000	2	ok	ready	-
quiczigperf	connect	iouring	connections_per_second				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:block_median_ratio_1.2725_gt_1.1000;outliers_2;severe_block_median_ratio_1.2725_gt_1.2500;severe_outlier_blocks_2_gte_2
quiczigperf	connect	syscall	connections_per_second	1	1	2	1.000000	1045.308369	1045.308369	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.1653_gt_0.0500;p80_p20_1.3781_gt_1.1500;block_median_ratio_1.2992_gt_1.1000;drift_0.1299_gt_0.0300;severe_block_median_ratio_1.2992_gt_1.2500;severe_drift_0.1299_gt_0.0800
quiczigperf	download	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0371_gt_0.0300;block_median_ratio_1.1516_gt_1.1000;drift_0.0306_gt_0.0300;persistent_drift_0.0306_gt_0.0300
quiczigperf	download	syscall	throughput_gbps	2	2	4	1.000000	7.016787	7.016787	1.000000	1.000000	1.000000	2	ok	ready	-
quiczigperf	flow_control	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.8046_gt_0.0500;p80_p20_2.6236_gt_1.1500;block_median_ratio_2.6347_gt_1.1000;drift_0.1581_gt_0.0300;severe_block_median_ratio_2.6347_gt_1.2500;severe_p80_p20_2.6236_gt_1.5000;severe_drift_0.1581_gt_0.0800
quiczigperf	flow_control	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_2.1484_gt_0.0500;p80_p20_5.5632_gt_1.1500;block_median_ratio_4.6510_gt_1.1000;drift_0.6405_gt_0.0300;severe_block_median_ratio_4.6510_gt_1.2500;severe_p80_p20_5.5632_gt_1.5000;severe_drift_0.6405_gt_0.0800
quiczigperf	loss_recovery	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.1223_gt_0.0800;p80_p20_1.3091_gt_1.1500;block_median_ratio_1.2059_gt_1.1000;drift_-0.0938_gt_0.0300;severe_drift_-0.0938_gt_0.0800
quiczigperf	loss_recovery	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p80_p20_1.2312_gt_1.1500;block_median_ratio_1.2844_gt_1.1000;severe_block_median_ratio_1.2844_gt_1.2500
quiczigperf	multistream_download	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0686_gt_0.0300;p80_p20_1.2335_gt_1.1500;block_median_ratio_1.1827_gt_1.1000;persistent_block_median_ratio_recent_1.1697_gt_1.1000;persistent_p80_p20_recent_1.2012_gt_1.1500
quiczigperf	multistream_download	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0499_gt_0.0300;p80_p20_1.1747_gt_1.1500;block_median_ratio_1.2559_gt_1.1000;severe_block_median_ratio_1.2559_gt_1.2500
quiczigperf	multistream_upload	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.1441_gt_0.0300;p80_p20_1.2276_gt_1.1500;block_median_ratio_1.2455_gt_1.1000;drift_0.0900_gt_0.0300;severe_drift_0.0900_gt_0.0800
quiczigperf	multistream_upload	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0763_gt_0.0300;p80_p20_1.2032_gt_1.1500;block_median_ratio_1.2224_gt_1.1000;persistent_block_median_ratio_recent_1.2224_gt_1.1000;persistent_p80_p20_recent_1.2312_gt_1.1500
quiczigperf	reqresp	iouring	requests_per_second	1	1	3	1.000000	16838.082838	16838.082838	1.000000	1.000000	1.000000	1	not_ready	not_ready	sentinels_1_lt_2;t3:block_median_ratio_1.1557_gt_1.1000;outliers_1;persistent_outliers_1
quiczigperf	reqresp	syscall	requests_per_second	1	1	3	1.000000	17759.073467	17759.073467	1.000000	1.000000	1.000000	1	not_ready	not_ready	sentinels_1_lt_2;t3:block_median_ratio_1.1607_gt_1.1000;outliers_1;persistent_outliers_1
quiczigperf	small_payload_pps	iouring	messages_per_second	1	1	3	1.000000	17191.341064	17191.341064	1.000000	1.000000	1.000000	2	ok	ready	-
quiczigperf	small_payload_pps	syscall	messages_per_second	1	1	3	1.000000	17985.014198	17985.014198	1.000000	1.000000	1.000000	1	not_ready	not_ready	sentinels_1_lt_2;t3:block_median_ratio_1.1301_gt_1.1000;outliers_1;persistent_outliers_1
quiczigperf	stream_churn	iouring	streams_per_second	1	1	3	1.000000	17186.117717	17186.117717	1.000000	1.000000	1.000000	2	ok	ready	-
quiczigperf	stream_churn	syscall	streams_per_second	1	1	3	1.000000	17972.960125	17972.960125	1.000000	1.000000	1.000000	1	not_ready	not_ready	sentinels_1_lt_2;t3:block_median_ratio_1.1575_gt_1.1000
quiczigperf	upload	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0376_gt_0.0300;block_median_ratio_1.1661_gt_1.1000;persistent_block_median_ratio_recent_1.1661_gt_1.1000
quiczigperf	upload	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0530_gt_0.0300;block_median_ratio_1.1079_gt_1.1000;persistent_block_median_ratio_recent_1.1079_gt_1.1000
quinnperf	bidi	iouring	throughput_gbps	2	2	4	1.000000	3.377054	3.377054	1.000000	1.000000	1.000000	2	ok	ready	-
quinnperf	bidi	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0535_gt_0.0300;p80_p20_1.1837_gt_1.1500;block_median_ratio_1.1427_gt_1.1000;persistent_p80_p20_recent_1.1601_gt_1.1500
quinnperf	close_reset_cleanup	iouring	streams_per_second	1	1	2	1.000000	52595.215028	52595.215028	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:block_median_ratio_1.1450_gt_1.1000;outliers_1;persistent_outliers_1
quinnperf	close_reset_cleanup	syscall	streams_per_second	1	1	2	1.000000	62602.360148	62602.360148	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:block_median_ratio_1.1255_gt_1.1000;drift_0.0442_gt_0.0300;outliers_1;persistent_block_median_ratio_recent_1.1127_gt_1.1000;persistent_drift_0.0442_gt_0.0300;persistent_outliers_1
quinnperf	connect	iouring	connections_per_second				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p80_p20_1.2115_gt_1.1500;block_median_ratio_1.2662_gt_1.1000;severe_block_median_ratio_1.2662_gt_1.2500
quinnperf	connect	syscall	connections_per_second				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p80_p20_1.2512_gt_1.1500;block_median_ratio_1.2430_gt_1.1000;persistent_p80_p20_recent_1.2351_gt_1.1500
quinnperf	download	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:drift_-0.0402_gt_0.0300;persistent_drift_-0.0402_gt_0.0300
quinnperf	download	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:block_median_ratio_1.1117_gt_1.1000;persistent_block_median_ratio_recent_1.1003_gt_1.1000
quinnperf	flow_control	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p80_p20_1.1915_gt_1.1500;persistent_p80_p20_recent_1.5266_gt_1.1500
quinnperf	flow_control	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0626_gt_0.0500;p80_p20_1.5411_gt_1.1500;block_median_ratio_1.5382_gt_1.1000;drift_-0.0658_gt_0.0300;severe_block_median_ratio_1.5382_gt_1.2500;severe_p80_p20_1.5411_gt_1.5000
quinnperf	loss_recovery	iouring	throughput_gbps	1	1	2	1.000000	3.068566	3.068566	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:block_median_ratio_1.1558_gt_1.1000;drift_0.0359_gt_0.0300;persistent_block_median_ratio_recent_1.1365_gt_1.1000;persistent_drift_0.0359_gt_0.0300
quinnperf	loss_recovery	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0822_gt_0.0800;block_median_ratio_1.1606_gt_1.1000;drift_0.0345_gt_0.0300;persistent_block_median_ratio_recent_1.1409_gt_1.1000;persistent_drift_0.0345_gt_0.0300
quinnperf	multistream_download	iouring	throughput_gbps	2	2	4	1.000000	3.860417	3.860417	1.000000	1.000000	1.000000	2	ok	ready	-
quinnperf	multistream_download	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0935_gt_0.0300;block_median_ratio_1.1429_gt_1.1000;drift_0.0405_gt_0.0300;persistent_block_median_ratio_recent_1.1211_gt_1.1000;persistent_drift_0.0405_gt_0.0300
quinnperf	multistream_upload	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0501_gt_0.0300;drift_0.0419_gt_0.0300;persistent_drift_0.0419_gt_0.0300
quinnperf	multistream_upload	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0626_gt_0.0300;drift_-0.0327_gt_0.0300;persistent_drift_-0.0327_gt_0.0300
quinnperf	reqresp	iouring	requests_per_second	1	1	2	1.000000	51683.540655	51683.540655	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0868_gt_0.0500;block_median_ratio_1.1398_gt_1.1000;drift_0.0539_gt_0.0300;persistent_block_median_ratio_recent_1.1366_gt_1.1000;persistent_drift_0.0539_gt_0.0300
quinnperf	reqresp	syscall	requests_per_second	2	2	3	1.000000	66512.561798	66512.561798	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t3:p80_p20_1.1679_gt_1.1500;block_median_ratio_1.1538_gt_1.1000;persistent_block_median_ratio_recent_1.1538_gt_1.1000;persistent_p80_p20_recent_1.1595_gt_1.1500
quinnperf	small_payload_pps	iouring	messages_per_second				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:outliers_2;severe_outlier_blocks_2_gte_2
quinnperf	small_payload_pps	syscall	messages_per_second				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:outliers_1;persistent_outliers_1
quinnperf	stream_churn	iouring	streams_per_second				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:outliers_3;severe_outlier_blocks_2_gte_2
quinnperf	stream_churn	syscall	streams_per_second				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:outliers_1;persistent_outliers_1
quinnperf	upload	iouring	throughput_gbps	1	1	3	1.000000	3.316395	3.316395	1.000000	1.000000	1.000000	2	ok	ready	-
quinnperf	upload	syscall	throughput_gbps	1	1	3	1.000000	3.936563	3.936563	1.000000	1.000000	1.000000	2	ok	ready	-
s2nperf	bidi	iouring	throughput_gbps	1	1	2	1.000000	3.768669	3.768669	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:outliers_2;severe_outlier_blocks_2_gte_2
s2nperf	bidi	syscall	throughput_gbps	2	2	3	1.000000	4.755380	4.755380	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t3:block_median_ratio_1.1427_gt_1.1000
s2nperf	close_reset_cleanup	iouring	streams_per_second	5	5	7	1.000000	44405.060139	44405.060139	1.000000	1.000000	1.000000	2	ok	ready	-
s2nperf	close_reset_cleanup	syscall	streams_per_second	5	5	7	1.000000	49705.122189	49705.122189	1.000000	1.000000	1.000000	2	ok	ready	-
s2nperf	connect	iouring	connections_per_second				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.1838_gt_0.0500;p80_p20_1.2242_gt_1.1500;block_median_ratio_1.2312_gt_1.1000;drift_0.1165_gt_0.0300;severe_drift_0.1165_gt_0.0800
s2nperf	connect	syscall	connections_per_second				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p80_p20_1.2345_gt_1.1500;persistent_p80_p20_recent_1.2365_gt_1.1500
s2nperf	download	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:block_median_ratio_1.1518_gt_1.1000
s2nperf	download	syscall	throughput_gbps	1	1	2	1.000000	3.374366	3.374366	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.2654_gt_0.0300;p80_p20_1.5609_gt_1.1500;block_median_ratio_1.5965_gt_1.1000;drift_-0.1759_gt_0.0300;severe_block_median_ratio_1.5965_gt_1.2500;severe_p80_p20_1.5609_gt_1.5000;severe_drift_-0.1759_gt_0.0800
s2nperf	flow_control	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.2927_gt_0.0500;p80_p20_1.5271_gt_1.1500;block_median_ratio_1.4511_gt_1.1000;drift_0.4145_gt_0.0300;severe_block_median_ratio_1.4511_gt_1.2500;severe_p80_p20_1.5271_gt_1.5000;severe_drift_0.4145_gt_0.0800
s2nperf	flow_control	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.1563_gt_0.0500;p80_p20_1.5740_gt_1.1500;block_median_ratio_1.4038_gt_1.1000;severe_block_median_ratio_1.4038_gt_1.2500;severe_p80_p20_1.5740_gt_1.5000
s2nperf	loss_recovery	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:block_median_ratio_1.1240_gt_1.1000;persistent_block_median_ratio_recent_1.1010_gt_1.1000
s2nperf	loss_recovery	syscall	throughput_gbps	1	1	2	1.000000	3.100503	3.100503	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.1514_gt_0.0800;p80_p20_1.3711_gt_1.1500;block_median_ratio_1.3451_gt_1.1000;drift_0.1546_gt_0.0300;severe_block_median_ratio_1.3451_gt_1.2500;severe_drift_0.1546_gt_0.0800
s2nperf	multistream_download	iouring	throughput_gbps	1	1	2	1.000000	2.880476	2.880476	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.1057_gt_0.0300;p80_p20_1.2575_gt_1.1500;block_median_ratio_1.1657_gt_1.1000;drift_0.0830_gt_0.0300;severe_drift_0.0830_gt_0.0800
s2nperf	multistream_download	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0625_gt_0.0300;block_median_ratio_1.1933_gt_1.1000;persistent_block_median_ratio_recent_1.1801_gt_1.1000
s2nperf	multistream_upload	iouring	throughput_gbps	2	2	3	1.000000	4.769279	4.769279	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t3:block_median_ratio_1.1515_gt_1.1000
s2nperf	multistream_upload	syscall	throughput_gbps	2	2	3	1.000000	5.238740	5.238740	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t3:p50_ci_width_0.0624_gt_0.0300;block_median_ratio_1.1419_gt_1.1000;drift_0.0338_gt_0.0300;persistent_block_median_ratio_recent_1.1008_gt_1.1000;persistent_drift_0.0338_gt_0.0300
s2nperf	reqresp	iouring	requests_per_second	5	5	7	1.000000	44302.620114	44302.620114	1.000000	1.000000	1.000000	2	ok	ready	-
s2nperf	reqresp	syscall	requests_per_second	5	5	7	1.000000	49355.469107	49355.469107	1.000000	1.000000	1.000000	2	ok	ready	-
s2nperf	small_payload_pps	iouring	messages_per_second	2	2	3	1.000000	40414.772456	40414.772456	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t3:p50_ci_width_0.0803_gt_0.0500;block_median_ratio_1.1077_gt_1.1000;drift_-0.0391_gt_0.0300;persistent_drift_-0.0391_gt_0.0300
s2nperf	small_payload_pps	syscall	messages_per_second	2	2	3	1.000000	44943.108606	44943.108606	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t3:block_median_ratio_1.1031_gt_1.1000
s2nperf	stream_churn	iouring	streams_per_second	5	5	7	1.000000	44668.167470	44668.167470	1.000000	1.000000	1.000000	2	ok	ready	-
s2nperf	stream_churn	syscall	streams_per_second	3	3	5	1.000000	49407.011553	49407.011553	1.000000	1.000000	1.000000	2	ok	ready	-
s2nperf	upload	iouring	throughput_gbps	7	7	9	1.000000	6.190103	6.190103	1.000000	1.000000	1.000000	2	ok	ready	-
s2nperf	upload	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.2595_gt_0.0300;p80_p20_1.8932_gt_1.1500;block_median_ratio_1.8301_gt_1.1000;drift_0.1869_gt_0.0300;severe_block_median_ratio_1.8301_gt_1.2500;severe_p80_p20_1.8932_gt_1.5000;severe_drift_0.1869_gt_0.0800
tquicperf	bidi	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0829_gt_0.0300;p80_p20_1.1769_gt_1.1500;block_median_ratio_1.1712_gt_1.1000;drift_-0.0866_gt_0.0300;severe_drift_-0.0866_gt_0.0800
tquicperf	bidi	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0755_gt_0.0300;p80_p20_1.2136_gt_1.1500;block_median_ratio_1.1991_gt_1.1000;drift_-0.0623_gt_0.0300;persistent_p80_p20_recent_1.1681_gt_1.1500;persistent_drift_-0.0623_gt_0.0300
tquicperf	close_reset_cleanup	iouring	streams_per_second	1	1	2	1.000000	111942.987676	111942.987676	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.1252_gt_0.0500;p80_p20_1.1868_gt_1.1500;block_median_ratio_1.3860_gt_1.1000;drift_-0.0764_gt_0.0300;severe_block_median_ratio_1.3860_gt_1.2500
tquicperf	close_reset_cleanup	syscall	streams_per_second	3	3	4	1.000000	236585.551902	236585.551902	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t4:outliers_1;persistent_outliers_1
tquicperf	connect	iouring	connections_per_second				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.1335_gt_0.0500;p80_p20_1.3226_gt_1.1500;block_median_ratio_1.2033_gt_1.1000;drift_-0.1100_gt_0.0300;severe_drift_-0.1100_gt_0.0800
tquicperf	connect	syscall	connections_per_second				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.1048_gt_0.0500;p80_p20_1.2846_gt_1.1500;block_median_ratio_1.2123_gt_1.1000;drift_0.1099_gt_0.0300;severe_drift_0.1099_gt_0.0800
tquicperf	download	iouring	throughput_gbps	2	2	3	1.000000	6.127426	6.127426	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t3:p50_ci_width_0.0394_gt_0.0300;block_median_ratio_1.1380_gt_1.1000;drift_0.0430_gt_0.0300;persistent_drift_0.0430_gt_0.0300
tquicperf	download	syscall	throughput_gbps	5	5	7	1.000000	6.790228	6.790228	1.000000	1.000000	1.000000	2	ok	ready	-
tquicperf	flow_control	iouring	throughput_gbps	1	1	2	1.000000	3.151938	3.151938	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0812_gt_0.0500;block_median_ratio_1.1907_gt_1.1000;persistent_block_median_ratio_recent_1.1607_gt_1.1000
tquicperf	flow_control	syscall	throughput_gbps	1	1	2	1.000000	3.337628	3.337628	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.1181_gt_0.0500;p80_p20_1.2182_gt_1.1500;block_median_ratio_1.2760_gt_1.1000;severe_block_median_ratio_1.2760_gt_1.2500
tquicperf	loss_recovery	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.1194_gt_0.0800;p80_p20_1.2045_gt_1.1500;block_median_ratio_1.1713_gt_1.1000;persistent_block_median_ratio_recent_1.1713_gt_1.1000;persistent_p80_p20_recent_1.1784_gt_1.1500
tquicperf	loss_recovery	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0901_gt_0.0800;p80_p20_1.1883_gt_1.1500;block_median_ratio_1.1550_gt_1.1000;drift_-0.0765_gt_0.0300;persistent_drift_-0.0765_gt_0.0300
